fkh,P32
ZnT86D,ZnT35C
ZnT86D,ZnT35C
ZnT86D,ZnT41F
ZnT86D,ZnT41F
ZnT86D,Zip42C.1
ZnT86D,Zip42C.1
ZnT86D,Zip42C.2
ZnT86D,Zip48C
ZnT86D,Zip48C
ZnT86D,ZnT49B
ZnT86D,ZnT63C
ZnT86D,ZnT63C
ZnT86D,foi
ZnT86D,foi
ZnT86D,Zip71B
ZnT86D,Zip71B
ZnT86D,ZnT77C
ZnT86D,ZnT77C
ZnT86D,Zip88E
ZnT86D,Zip88E
ZnT86D,Zip89B
ZnT86D,Zip89B
ZnT86D,Zip99C
ZnT86D,Zip99C
ZnT86D,Zip102B
ZnT86D,Zip102B
ZnT86D,Catsup
ZnT86D,Catsup
ZnT86D,ZnT33D
pros,Nf-YC
pros,esg
pros,sv
pros,sv
pros,nerfin-1
pros,nerfin-1
pros,mir-279
mgr,betaTub56D
mgr,l(3)01239
mgr,raps
Blm,mus81
Blm,okr
Blm,CG7922
Blm,Irbp
Blm,Irbp
PGRP-LB,PGRP-LE
PGRP-LB,pirk
Mrp4,puc
wkd,Rab35
Csk,cpb
Csk,Btk29A
Csk,SCAR
Csk,Arpc1
Csk,Arpc1
Csk,dia
Csk,Src42A
Csk,Sin3A
Csk,tum
Csk,Rho1
Csk,Dcr-2
Csk,HPS4
Csk,ena
Csk,shg
Csk,shg
Csk,shg
Csk,cpa
Csk,ASPP
Csk,ASPP
Csk,tsr
Csk,zip
Csk,puc
Csk,puc
Csk,Stat92E
Csk,bsk
Csk,bsk
Csk,Src64B
Csk,p120ctn
Sbf,mtm
Sbf,Rac1
Sbf,Pi3K68D
Sbf,Rab21
glo,otu
CoVa,Cul3
CoVa,Cul1
CoVa,ago
CoVa,Prosbeta6
CoVa,SNF4Agamma
CoVa,p53
CoVa,p53
aur,N
aur,sqh
aur,baz
aur,numb
aur,numb
aur,dap
aur,zip
aur,bora
aur,Rok
aur,aPKC
KLHL18,Cul3
KLHL18,l(2)37Cb
KLHL18,CG10324
KLHL18,CG5808
CG3313,Nc
CG3313,th
CG14741,Or67d
Cpn,Calx
svp,usp
svp,phl
svp,phl
svp,phl
svp,Dsor1
svp,sev
svp,aop
svp,Sos
svp,Sos
svp,Sos
svp,Sos
svp,psq
svp,drk
svp,drk
svp,drk
svp,phyl
svp,mbl
svp,mbl
svp,Egfr
svp,Egfr
svp,Egfr
svp,Kr
svp,sty
svp,RasGAP1
svp,Ras85D
svp,Ras85D
svp,Ras85D
svp,Ras85D
svp,Ras85D
svp,TfIIA-S
svp,csw
svp,csw
svp,csw
svp,rin
svp,rl
svp,rl
svp,rl
Prosalpha2,Prosbeta6
Octbeta2R,Octbeta1R
Vha55,N
Snx3,Vps35
Snx3,Vps35
Snx3,wls
CG6188,Ark
Su(fu),fu
Su(fu),ptc
Past1,N
Past1,Amph
Paip2,pAbp
CtBP,ush
CtBP,pnr
ry,w
ry,ZnT35C
ry,ZnT41F
ry,ZnT63C
snk,pip
pic,gig
pic,CG3313
sim,dm
sim,CycE
sim,sli
timeout,mei-41
Ace,dnc
Ace,Pka-R1
Ace,CG7442
Su(var)3-7,mle
wntD,fz4
wntD,dl
wntD,Cerk
poly,S6k
poly,Akt1
sqd,Rbf
sqd,otu
sqd,Hrb27C
B52,Top1
B52,Rsf1
lkb1,sqh
lkb1,hep
lkb1,hep
lkb1,Sln
lkb1,th
lkb1,th
lkb1,puc
lkb1,AMPKalpha
lkb1,msn
lkb1,bsk
Nsf2,Rbf
Nsf2,CG14628
Nsf2,CG3603
Nsf2,N
Nsf2,CG10801
Nsf2,ovo
Nsf2,CG4119
Nsf2,Act5C
Nsf2,wuho
Nsf2,C3G
Nsf2,fz4
Nsf2,Moe
Nsf2,fend
Nsf2,CG1806
Nsf2,ben
Nsf2,NetB
Nsf2,CG14411
Nsf2,Fim
Nsf2,por
Nsf2,CG42450
Nsf2,Syx16
Nsf2,Cyp6v1
Nsf2,Rab5
Nsf2,Bacc
Nsf2,wg
Nsf2,Gdi
Nsf2,RpS2
Nsf2,bib
Nsf2,CG6388
Nsf2,kuz
Nsf2,Gli
Nsf2,Syx5
Nsf2,grp
Nsf2,l(2)37Cg
Nsf2,brat
Nsf2,spi
Nsf2,phtf
Nsf2,ubl
Nsf2,CG1888
Nsf2,Syb
Nsf2,Mppe
Nsf2,igl
Nsf2,Syn2
Nsf2,LanA
Nsf2,CG7492
Nsf2,Ufd1-like
Nsf2,Baldspot
Nsf2,Lon
Nsf2,polo
Nsf2,alphaSnap
Nsf2,RhoBTB
Nsf2,fng
Nsf2,CG10585
Nsf2,CG14651
Nsf2,Tcp-1eta
Nsf2,Dl
Nsf2,Dl
Nsf2,E2f
Nsf2,btn
Nsf2,Syx1A
Nsf2,Ser
Nsf2,Ser
Nsf2,CG11897
Nsf2,nej
Nsf2,CdsA
Nsf2,lola
Nsf2,wech
Nsf2,cpo
Nsf2,comt
Nsf2,CG45263
Nsf2,Qtzl
Nsf2,CG32650
Nsf2,Ubi-p5E
ems,acj6
Ipp,Psn
Orc2,Pole2
foxo,usp
foxo,hep
foxo,rictor
foxo,rictor
foxo,rictor
foxo,Thor
foxo,Nos
foxo,CG1139
foxo,Ras64B
foxo,S6k
foxo,path
foxo,cln3
foxo,srl
foxo,Akt1
foxo,Akt1
foxo,Akt1
foxo,Akt1
foxo,Akt1
foxo,Akt1
foxo,14-3-3epsilon
foxo,14-3-3epsilon
foxo,Pi3K92E
foxo,Pi3K92E
foxo,Pi3K92E
foxo,Pi3K92E
foxo,Lrrk
foxo,wdb
foxo,Gycalpha99B
foxo,dj-1beta
foxo,Gycbeta100B
foxo,Pten
foxo,trbl
foxo,bsk
foxo,for
foxo,mts
foxo,Rheb
foxo,futsch
Abi,SCAR
Abi,WASp
Abi,Abl
twf,chic
twf,tsr
RpII140,RpII215
RpII140,scf
trx,btd
trx,Asx
trx,EloC
trx,scf
trx,Snr1
trx,Kdm2
trx,Hsc70-4
trx,Hsc70-4
trx,EloA
trx,dom
trx,Gug
trx,mod(mdg4)
trx,Pp1-87B
pr-set7,mei-41
pr-set7,mei-41
spn-B,mei-41
spn-B,mei-41
spn-B,lok
spn-B,mei-P22
spn-B,mei-P22
spn-B,Hus1-like
spn-B,trem
spn-B,Lnk
spn-B,CycG
spn-B,eIF-1A
spn-B,spn-D
spn-B,mei-W68
spn-B,mei-W68
spn-B,mei-W68
spn-B,mei-217
spn-B,mei-218
spn-B,mei-218
cv-c,Rho1
cv-c,Rho1
cv-c,Dys
HtrA2,th
stumps,tor
stumps,Smn
stumps,Ras85D
stumps,Ras85D
stumps,Ras85D
stumps,bnl
stumps,Sar1
stumps,lea
put,phl
put,tkv
put,I-2
put,NiPp1
put,Pp1-87B
put,Pp1-87B
kibra,Tao
kibra,Tao
kibra,Mer
kibra,Mer
kibra,Mer
kibra,ex
kibra,ex
kibra,ex
kibra,ex
kibra,CycE
kibra,CycE
kibra,hpo
kibra,yki
kibra,yki
kibra,th
kibra,crb
kibra,sav
eff,Ube3a
eff,CycA
eff,CycA
eff,mr
Caf1,Sin3A
tefu,Lig4
tefu,mei-41
tefu,mei-41
tefu,mei-41
tefu,mei-41
tefu,Top2
tefu,rad50
tefu,rad50
tefu,Rpd3
tefu,mus304
tefu,mus304
tefu,Rel
tefu,Tctp
tefu,Tctp
tefu,PP2A-B
tefu,Mekk1
tefu,Dl
tefu,cav
tefu,Clbn
tefu,stg
tefu,nbs
tefu,nbs
tefu,p53
tefu,p53
tefu,p53
tefu,mei-W68
tefu,moi
Hsc70-4,Rme-8
Hsc70-4,Csp
Hsc70-4,aux
Hsc70-4,H
Hsc70-4,Tsc1
Cp190,sqh
Cp190,Map60
Tm1,stan
Tm1,osk
Tm1,psidin
Tm1,Rab11
ea,vri
ea,cact
ea,shn
ea,pip
ea,put
ea,Tl
ea,cype
Sra-1,Hem
Sra-1,Hem
Sra-1,WASp
Ccm3,GckIII
Atx2,per
Atx2,pAbp
Act88F,DAAM
Act88F,up
Act88F,wupA
Act88F,Mhc
Act88F,Mhc
Act88F,fln
AdamTS-A,Cad99C
spn-E,spn-D
CG4221,d
CG4221,wts
CG4221,wts
CG4221,cindr
mor,Bap60
mor,Dcr-2
mor,EloC
mor,brm
mor,Su(var)3-3
mor,Su(var)3-3
mor,osa
mor,EloA
srp,lz
srp,lz
srp,ush
srp,ush
srp,Kr
msps,Klp10A
msps,Klp10A
msps,ball
msps,Abl
Akt1,rictor
Akt1,Thor
Akt1,egr
Akt1,hppy
Akt1,Sesn
Akt1,Sesn
Akt1,Pdk1
Akt1,Ptp61F
Akt1,Girdin
Akt1,gig
Akt1,foxo
Akt1,foxo
Akt1,foxo
Akt1,Tsc1
Akt1,Tsc1
Akt1,wdb
Akt1,wdb
Akt1,trbl
Sb,LIMK1
Sb,Rho1
Sb,Rho1
Sb,zip
Sb,Rok
asun,Dhc64C
Zip89B,ZnT41F
Zip89B,Zip42C.1
Zip89B,Zip42C.2
Zip89B,ZnT63C
Zip89B,foi
pad,sc
pad,tkv
pad,h
Manf,KdelR
ss,sta
ss,Dll
ss,tgo
ss,dan
ema,Mad
Pak3,SCAR
Pak3,WASp
Pak3,Pak
Pak3,Pak
Pak3,Pak
CSN5,mei-41
CSN5,CycE
CSN5,trn
Gyc-89Da,Gyc-89Db
Gyc-89Da,Gyc-89Db
Gyc-89Da,Gyc-89Db
Gyc-89Db,Gyc-89Da
Gyc-89Db,Gyc-89Da
Gyc-89Db,Gyc-89Da
CG14898,Sod2
modSP,psh
Ubx,kz
Ubx,crn
Ubx,z
Ubx,z
Ubx,z
Ubx,N
Ubx,tkv
Ubx,tkv
Ubx,Hrb27C
Ubx,fl(2)d
Ubx,Asx
Ubx,Pcl
Ubx,Egfr
Ubx,RYBP
Ubx,vn
Ubx,aos
Ubx,MED19
Ubx,ash1
Ubx,pb
Ubx,Alh
Ubx,hth
Ubx,Cap-H2
Ubx,Cap-H2
Ubx,su(Hw)
Ubx,su(Hw)
Ubx,su(Hw)
Ubx,Hel89B
Ubx,abd-A
Ubx,abd-A
Ubx,Dl
Ubx,Syx1A
Ubx,ash2
Ubx,nej
Ubx,drl
Ubx,E(bx)
Ubx,Gug
Ubx,Abd-B
Ubx,vir
Ubx,Trl
Ubx,Trl
Ubx,Trl
abd-A,CycE
abd-A,CycE
abd-A,spi
abd-A,grh
abd-A,pb
abd-A,hth
abd-A,su(Hw)
abd-A,su(Hw)
abd-A,cas
Irc,Duox
Irc,Cat
Irc,puc
Dad,arm
Dad,sqh
Dad,tkv
Dad,Dap160
Dad,Lpin
Dad,Rho1
Dad,nwk
Dad,Art1
Dad,Mbs
GckIII,vari
GckIII,Nsf2
GckIII,Ccm3
GckIII,crb
cal1,Cenp-C
Det,ial
Det,Incenp
Det,hts
Det,CycB
sds22,sqh
sds22,zip
sds22,puc
sds22,Timp
sds22,flw
Prx3,Prx5
sll,wg
sll,hh
ald,mad2
ald,alt
osa,smt3
osa,geminin
osa,tna
osa,brm
osa,brm
osa,brm
osa,corto
osa,Snr1
osa,mor
osa,tara
htl,ush
htl,Egfr
htl,Egfr
htl,sty
htl,nst
htl,btl
htl,Smn
htl,Ras85D
htl,Ras85D
htl,Ras85D
htl,Ras85D
htl,stumps
sr,ap
PP2A-B,sgg
PP2A-B,S6k
PP2A-B,RhoGAP100F
PP2A-B,Liprin-alpha
Ssdp,CG14204
Ssdp,CG7755
Ssdp,Galphas
Ssdp,Galphas
Ssdp,l(3)mbn
Ssdp,CG4080
Ssdp,CG2604
Ssdp,CG12163
Ssdp,CG2767
Ssdp,Mf
Ssdp,Spn88Eb
Ssdp,Cyp6d4
Ssdp,CG11893
Ssdp,Tnks
Ssdp,Xbp1
Ssdp,pnr
Ssdp,Fer2LCH
Ssdp,Sam-S
14-3-3epsilon,mew
14-3-3epsilon,if
14-3-3epsilon,14-3-3zeta
14-3-3epsilon,14-3-3zeta
14-3-3epsilon,Ras64B
14-3-3epsilon,foxo
14-3-3epsilon,par-1
WRNexo,spn-A
gl,N
gl,Pph13
gl,h
gl,rn
gl,cry
gl,hh
fru,ac
fru,Smr
fru,dock
fru,oaf
fru,bib
fru,amos
fru,Nedd8
fru,ap
fru,EcR
fru,eve
fru,Fmr1
fru,Kr
fru,hb
fru,hb
fru,neur
fru,to
fru,bon
fru,lea
Cha,Dys
Mekk1,Duox
Mekk1,Atf-2
Smu1,Fas2
Smu1,beag
nos,Tao
nos,Tao
nos,dpp
nos,tkv
nos,cup
nos,aub
nos,Dcp-1
nos,Hsp83
nos,Nc
nos,E(z)
nos,th
nos,W
nos,W
nos,W
nos,skl
nos,bcd
nos,hb
nos,pum
nos,pum
nos,pum
nos,nsl1
nos,bam
nos,Ice
nos,pho
nos,bgcn
cry,per
cry,norpA
cry,norpA
cry,norpA
cry,eya
cry,5-HT1B
cry,W
cry,gl
cry,ninaE
Dl,boi
Dl,N
Dl,N
Dl,N
Dl,N
Dl,N
Dl,CG9650
Dl,CG9650
Dl,hop
Dl,Amun
Dl,Amun
Dl,sno
Dl,os
Dl,Bx
Dl,Hs3st-B
Dl,CoRest
Dl,HERC2
Dl,smo
Dl,ebi
Dl,S
Dl,Su(dx)
Dl,Su(dx)
Dl,gammaTub23C
Dl,ed
Dl,ed
Dl,ihog
Dl,uif
Dl,bib
Dl,RpL9
Dl,Su(H)
Dl,Su(H)
Dl,Hr38
Dl,tsh
Dl,Not3
Dl,Fkbp14
Dl,Egfr
Dl,px
Dl,nvy
Dl,bs
Dl,hipk
Dl,kst
Dl,Bre1
Dl,lqf
Dl,nmo
Dl,eyg
Dl,ara
Dl,caup
Dl,mirr
Dl,Gl
Dl,blue
Dl,blue
Dl,brm
Dl,mib1
Dl,aos
Dl,aos
Dl,Mo25
Dl,Psn
Dl,Psn
Dl,fng
Dl,fng
Dl,Csp
Dl,Snr1
Dl,CRMP
Dl,ato
Dl,neur
Dl,neur
Dl,neur
Dl,Kap-alpha3
Dl,Atg4b
Dl,Dad
Dl,H
Dl,H
Dl,H
Dl,Lrrk
Dl,Lrrk
Dl,hh
Dl,RpS3
Dl,crb
Dl,Ser
Dl,Ser
Dl,CycG
Dl,ci
Dl,Vha68-2
Dl,rumi
Dl,mir-7
Ino80,ftz-f1
Dys,kis
Dys,dpp
Dys,dpp
Dys,uif
Dys,uif
Dys,CG4496
Dys,wg
Dys,Rack1
Dys,Sema-1a
Dys,gcm
Dys,nAChRalpha6
Dys,kek1
Dys,lace
Dys,del
Dys,CG7845
Dys,vimar
Dys,wun
Dys,wun
Dys,stan
Dys,Cam
Dys,Cam
Dys,fra
Dys,Nrk
Dys,sli
Dys,Lis-1
Dys,Khc
Dys,Sema-2a
Dys,mbl
Dys,mbl
Dys,POSH
Dys,grh
Dys,Sdc
Dys,robo
Dys,robo
Dys,hipk
Dys,dysc
Dys,dsx-c73A
Dys,aos
Dys,Dad
Dys,Dl
Dys,Dmn
Dys,lea
Dys,msk
Dys,msk
Dys,capt
Dys,spin
Dys,Sply
Naam,Sir2
bnl,Cdc42
bnl,ptc
bnl,grh
bnl,sfl
bnl,sgl
bnl,hb
bnl,stumps
bnl,stumps
bnl,sr
bnl,csw
Pk92B,y
Pk92B,lic
Pk92B,p38b
Pk92B,Ddc
Pk92B,Hr38
Pk92B,ple
Pk92B,Mkk4
Pk92B,e
Pk92B,p38a
Pk92B,p38c
ninaE,Edem1
ninaE,norpA
ninaE,Cdk7
ninaE,CG2004
ninaE,Cdc42
ninaE,fred
ninaE,Traf4
ninaE,Cdk5alpha
ninaE,Rh5
ninaE,Rh5
ninaE,Rh5
ninaE,Edem2
ninaE,CG16885
ninaE,TER94
ninaE,Galphaq
ninaE,Cdk5
ninaE,Cdk5
ninaE,Ark
ninaE,hppy
ninaE,CG15666
ninaE,Rac1
ninaE,Arr2
ninaE,Nc
ninaE,Arl1
ninaE,Rh4
ninaE,Rh4
ninaE,W
ninaE,Adgf-D
ninaE,Rh6
ninaE,Rh6
ninaE,Mekk1
ninaE,Rh2
ninaE,Ire1
ninaE,Rh3
ninaE,CG3337
ninaE,Ice
ninaE,trp
ninaE,CDase
ninaE,sip3
ninaE,Xbp1
ninaE,lola
ninaE,bsk
ninaE,Prosap
ninaE,CG31468
ninaE,ninaD
RhoGAP92B,gbb
RhoGAP92B,Cip4
RhoGAP92B,Dad
RhoGAP92B,WASp
Xport,trpl
Xport,trpl
mira,swa
mira,capu
mira,CycE
mira,shot
mira,stau
mira,exu
mira,osk
mira,spir
Hs6st,Hsepi
Hs6st,Hsepi
Hs6st,beta3GalTII
Hs6st,Papst2
psidin,LIMK1
psidin,tsr
psidin,tsr
psidin,Tm1
psidin,Tm1
Rh3,ninaC
Nlg4,Rdl
Stat92E,hop
Stat92E,hop
Stat92E,hop
Stat92E,dome
Stat92E,dpp
Stat92E,wg
Stat92E,Socs36E
Stat92E,BHD
Stat92E,Sox21a
Stat92E,th
Stat92E,Ras85D
Stat92E,Csk
H,Hr4
H,N
H,N
H,N
H,dx
H,lz
H,Imp
H,dsh
H,Amun
H,Amun
H,CkIalpha
H,Smr
H,hep
H,sno
H,mew
H,sd
H,if
H,baz
H,amn
H,CG32521
H,S
H,S
H,Su(dx)
H,aop
H,aop
H,aop
H,dpp
H,insv
H,insv
H,insv
H,lilli
H,ed
H,ft
H,tkv
H,bchs
H,lid
H,Sec61alpha
H,CG5261
H,numb
H,kuz
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,Su(H)
H,esg
H,sna
H,lace
H,heix
H,so
H,sax
H,Cul4
H,CG8788
H,dap
H,14-3-3zeta
H,Sin3A
H,mam
H,Rho1
H,cnk
H,MESR4
H,insc
H,Egfr
H,Egfr
H,Egfr
H,dve
H,px
H,CycB
H,bs
H,Eps-15
H,emc
H,emc
H,rho
H,rho
H,ckd
H,sty
H,Rpd3
H,Rpd3
H,vn
H,Rac2
H,nmo
H,klu
H,klu
H,eyg
H,eyg
H,Prosbeta2
H,brm
H,Arl1
H,th
H,th
H,aos
H,Prosbeta6
H,Eip78C
H,pzg
H,cno
H,Snr1
H,Rga
H,lap
H,puc
H,neur
H,neur
H,eca
H,Past1
H,CtBP
H,kibra
H,Atg4b
H,cv-d
H,Dad
H,CG11779
H,CASK
H,Nab2
H,CycB3
H,boss
H,E(spl)m8-HLH
H,gro
H,gro
H,gro
H,gro
H,gro
H,Ser
H,wdb
H,wdb
H,CycG
H,ey
H,nej
H,nej
H,Rok
H,trbl
H,trbl
H,msn
H,msn
H,spen
H,lola
H,bsk
H,net
H,tutl
H,qsm
H,Men
H,cbx
H,hrg
H,Dsp1
H,CG5986
H,CG12084
H,tlk
H,tlk
H,kay
Pi3K92E,RpS5a
Pi3K92E,rictor
Pi3K92E,ebi
Pi3K92E,ebi
Pi3K92E,RpLP1
Pi3K92E,aru
Pi3K92E,RpS21
Pi3K92E,lilli
Pi3K92E,RpS13
Pi3K92E,RpS26
Pi3K92E,ncm
Pi3K92E,ap
Pi3K92E,Prp8
Pi3K92E,Trpm
Pi3K92E,hppy
Pi3K92E,Sesn
Pi3K92E,Sesn
Pi3K92E,Pdk1
Pi3K92E,Pdk1
Pi3K92E,Ptp61F
Pi3K92E,pix
Pi3K92E,pix
Pi3K92E,RpS17
Pi3K92E,Nc
Pi3K92E,RIOK1
Pi3K92E,srl
Pi3K92E,foxo
Pi3K92E,foxo
Pi3K92E,foxo
Pi3K92E,Akt1
Pi3K92E,Akt1
Pi3K92E,Akt1
Pi3K92E,InR
Pi3K92E,RpS3
Pi3K92E,RIOK2
Pi3K92E,RpS3A
Pi3K92E,CdsA
Pi3K92E,Pten
Pi3K92E,Pten
Pi3K92E,RpL8
Pi3K92E,Hdac3
Pi3K92E,CG18031
Pi3K92E,Tor
Pi3K92E,Tor
Pi3K92E,chico
Pi3K92E,Rheb
Pi3K92E,RpL5
Pi3K92E,RpL38
Lrrk,Rbf
Lrrk,Thor
Lrrk,Thor
Lrrk,Rab9
Lrrk,Dp
Lrrk,Atg7
Lrrk,Dhc64C
Lrrk,S6k
Lrrk,th
Lrrk,EndoA
Lrrk,E2f
Lrrk,Dcr-1
Lrrk,Dcr-1
Lrrk,Rab7
Lrrk,eIF-4E
Lrrk,eIF-4E
Lrrk,Fur1
Lrrk,Tor
Lrrk,futsch
Lrrk,let-7
Lrrk,mir-184
AdSS,AMPKalpha
Calx,Trpgamma
Calx,trp
Cortactin,mim
RhoGAP93B,robo
Sec15,N
Rab11,Traf4
Rab11,Bsg25D
Rab11,bchs
Rab11,bru
Rab11,egr
Rab11,rho
Rab11,nuf
Rab11,Tak1
Rab11,puc
Rab11,puc
Rab11,msn
Rab11,bsk
Rab11,ru
Rab11,gish
Bdbt,dco
Bdbt,dco
slmb,smo
slmb,Cul1
slmb,RYBP
slmb,yki
slmb,Mical
slmb,CSN5
slmb,E2f
slmb,aPKC
slmb,aPKC
meigo,Hsc70-3
meigo,ninaE
meigo,Ephrin
meigo,Eph
Snmp1,Or83c
Snmp1,ninaD
SNF4Agamma,Appl
SNF4Agamma,Appl
SNF4Agamma,Appl
SNF4Agamma,Bace
SNF4Agamma,kuz
SNF4Agamma,Fpps
SNF4Agamma,Rho1
SNF4Agamma,Rho1
SNF4Agamma,Hmgcr
SNF4Agamma,Hmgcr
e,y
tin,zfh1
lbe,eve
CG7922,mus312
CG7922,Blm
InR,N
InR,hep
InR,bun
InR,B4
InR,dap
InR,Sesn
InR,Sesn
InR,Pdk1
InR,Pdk1
InR,Ptp61F
InR,Ptp61F
InR,Ptp61F
InR,Ptp61F
InR,ImpL2
InR,fng
InR,srl
InR,CG6188
InR,foxo
InR,foxo
InR,foxo
InR,lqfR
InR,Tsc1
InR,Lnk
InR,Pten
InR,Pten
InR,RpL8
InR,Hdac3
E2f,Rbf
E2f,Rbf
E2f,Rbf
E2f,Rbf
E2f,arm
E2f,sgg
E2f,Pvf1
E2f,kis
E2f,smo
E2f,piwi
E2f,esc
E2f,CycE
E2f,CycE
E2f,Aac11
E2f,E2f2
E2f,E2f2
E2f,E2f2
E2f,dap
E2f,E(Pc)
E2f,E(Pc)
E2f,tou
E2f,tou
E2f,Su(z)2
E2f,Su(z)2
E2f,Dp
E2f,Dp
E2f,Dp
E2f,Dp
E2f,AGO1
E2f,Asx
E2f,Asx
E2f,Ark
E2f,Tie
E2f,Cdk8
E2f,CycA
E2f,brm
E2f,th
E2f,W
E2f,Mi-2
E2f,Mi-2
E2f,Pc
E2f,gfzf
E2f,Scm
E2f,B52
E2f,trx
E2f,eff
E2f,His2Av
E2f,l(3)mbt
E2f,Doa
E2f,pan
E2f,pho
E2f,pho
E2f,bel
E2f,bel
E2f,Su(z)12
E2f,tara
E2f,tara
E2f,Slimp
E2f,mir-11
E2f,mir-11
Burs,Egfr
Burs,vn
tsl,trk
tsl,tor
tsl,tor
tsl,bcd
tsl,Stat92E
tsl,fs(1)N
tsl,fs(1)M3
CASK,Nrx-1
CASK,CaMKII
lsn,N
lsn,Vha55
Cby,arm
Cby,wg
dnd,Rab39
dnd,Sec5
dnd,Unc-13-4B
dnd,Unc-13-4B
CG6439,Wwox
CG6439,Wwox
Fadd,MP1
Fadd,Sp7
how,crn
how,crn
PSR,puc
lqfR,arm
lqfR,InR
mats,yki
Nrx-1,Nlg2
Nrx-1,CASK
Octbeta1R,Octbeta2R
bond,Pex10
bond,Pex2
loco,raps
wake,Pdfr
wake,Pdf
Dcr-1,dm
Dcr-1,CycE
Dcr-1,dap
Dcr-1,dap
Dcr-1,FBX011
Dcr-1,FBX011
Dcr-1,mei-P26
Dcr-1,p53
Dcr-1,ban
Usp12-46,N
klg,repo
Nha2,Nha1
CG13830,wg
Rassf,hpo
hh,sc
hh,trr
hh,bi
hh,mxc
hh,fu
hh,fu
hh,dpp
hh,Wnt4
hh,wg
hh,Pka-C1
hh,Pka-C1
hh,amos
hh,swm
hh,cos
hh,ptc
hh,ptc
hh,ptc
hh,ptc
hh,sca
hh,Psc
hh,mam
hh,Asx
hh,ttv
hh,ttv
hh,Cdk4
hh,snama
hh,foi
hh,dally
hh,brm
hh,brm
hh,Ten-m
hh,gpp
hh,Hmgcr
hh,Hmgcr
hh,BRWD3
hh,Cad99C
hh,ci
hh,ci
hh,pho
hh,sbb
hh,disp
hh,disp
hh,disp
hh,ph-d
hh,kn
hh,trol
hh,mts
hh,Gprk2
hh,krz
hh,vtd
hh,Nipped-B
hh,mir-14
hh,mir-14
unk,Rheb
cnc,maf-S
cnc,maf-S
cnc,Ras85D
cnc,hth
cnc,Keap1
orb,CkIIbeta
orb,wisp
orb,Pabp2
orb,Fmr1
orb,Fmr1
orb,yps
orb,yps
orb,rin
orb,CkIIalpha
orb,hrg
orb,hrg
Cdc16,Cdc23
pnt,ase
pnt,btd
pnt,btd
pnt,aop
pnt,fred
pnt,ed
pnt,ed
pnt,Bap170
pnt,Bap170
pnt,Jra
pnt,Ras85D
pnt,pros
pnt,pros
pnt,foxo
pnt,stg
pnt,erm
RpS3,Nc
Irk2,dpp
Irk2,tkv
nau,kn
Hmgcr,jhamt
Hmgcr,Fpps
Hmgcr,Mdr49
Hmgcr,qm
Hmgcr,hh
Hmgcr,disp
Lsd-1,Lsd-2
Lsd-1,Hsl
Lsd-1,bmm
Lsd-1,th
Nup98-96,bip1
mbc,Ced-12
mbc,Sos
mbc,Rac1
mbc,spg
mbc,Crk
Rab7,EndoB
Rab7,Lrrk
Rab7,Lrrk
Ime4,N
spas,Pak3
spas,Pak3
Atg6,ptc
SMC1,EcR
SMC1,EcR
SMC1,babo
Syx1A,kis
Syx1A,aop
Syx1A,Bacc
Syx1A,Gmd
Syx1A,Etl1
Syx1A,Act42A
Syx1A,stmA
Syx1A,Pdk
Syx1A,RpS23
Syx1A,MESR4
Syx1A,CG3760
Syx1A,Csp
Syx1A,Vha100-1
Tsc1,Rbf
Tsc1,S6k
Tsc1,Tctp
Tsc1,foxo
Tsc1,Hsc70-4
Tsc1,E2f
Tsc1,nero
Tsc1,RpL8
Tsc1,Tor
Tsc1,Tor
Tsc1,Rheb
Tsc1,Rheb
p38a,Duox
p38a,MAPk-Ak2
Apc2,dia
Apc2,Apc
Apc2,Apc
Apc2,Apc
Apc2,Apc
Apc2,Apc
jnj,lok
jnj,mei-W68
twin,CycA
twin,pum
twin,nos
twin,bam
twin,mei-P26
cav,ver
cav,HipHop
cav,tefu
cav,nbs
cav,Sxl
cav,moi
jar,shg
jar,slbo
crb,Moe
crb,dlg1
crb,dlg1
crb,beta-Spec
crb,l(2)gl
crb,l(2)gl
crb,ex
crb,Sec24CD
crb,tai
crb,CG5375
crb,SCAR
crb,CG10176
crb,mam
crb,Rho1
crb,shg
crb,Xpd
crb,Rac1
crb,alpha-Spec
crb,kst
crb,Arp3
crb,CG7949
crb,puc
crb,yrt
crb,slmb
crb,veli
crb,Rok
crb,Pak
crb,Patj
crb,flw
crb,flw
crb,scrib
crb,scrib
crb,scrib
crb,aPKC
crb,CG30152
Nab2,Pabp2
Nab2,Pabp2
Nab2,hrg
BRWD3,Hira
BRWD3,His3.3B
BRWD3,XNP
BRWD3,yem
Dis3,grk
Dis3,Ras85D
atl,Rtnl1
atl,spas
puf,dm
puf,dm
puf,ago
puf,th
ash2,sktl
ash2,Egfr
ash2,bs
slo,dnc
slo,Fas2
slo,dlg1
slo,rut
slo,Ca-alpha1D
slo,sei
tok,sog
tld,sog
tld,tok
asp,sqh
asp,sqh
asp,Dsor1
asp,BubR1
asp,BubR1
asp,mad2
asp,asl
asp,rod
asp,Zw10
asp,rl
asp,rl
polybromo,Su(var)3-3
CG5807,Dad
CG5807,bam
nct,N
nct,N
nct,N
CycB3,pbl
